Nome,Punteggio,Fantamedia anno 2023-2024,Fantamedia anno 2022-2023,Fantamedia anno 2021-2022,Presenze 2023-2024,Fanta Media 2023-2024,FM su tot gare 2023-2024,Presenze previste,Gol previsti,Assist previsti,Ruolo,Skills,Buon investimento,Resistenza infortuni,Consigliato prossima giornata,Nuovo acquisto,Infortunato,Squadra,Trend,Presenze campionato corrente
BASIC TOMA,58,5.35,6.18,5.88,13,5.35,1.88,11/20,3/5,0/3,CEN,"['Panchinaro', 'Falloso']",40,80,False,False,False,Lazio,DOWN,13
FABBIAN GIOVANNI,57,6.73,nd,nd,20,6.73,3.64,11/20,3/5,0/3,CEN,"['Outsider', 'Panchinaro', 'Goleador', 'Falloso', 'Giovane talento']",20,60,False,False,False,Bologna,STABLE,20
PRATI MATTEO,57,5.94,nd,nd,24,5.94,3.85,21/30,0/3,0/3,CEN,"['Outsider', 'Titolare', 'Giovane talento']",20,60,True,False,False,Cagliari,STABLE,24
SENSI STEFANO,48,6.50,6.26,6.11,1,6.50,0.18,0/10,0/3,0/3,CEN,"['Panchinaro', 'Goleador', 'Piazzati']",60,20,False,False,False,Monza,UP,1
HARROUI ABDOU,57,6.84,6.24,5.70,16,6.84,2.96,21/30,0/3,0/3,CEN,['Titolare'],40,60,False,False,False,Verona,UP,16
HERNANI JUNIOR,56,nd,nd,5.64,36,0.00,0.00,21/30,3/5,3/5,CEN,"['Titolare', 'Buona Media']",40,60,False,False,False,Parma,STABLE,0
BRAUNODER MATTHIAS,56,nd,nd,nd,13,0.00,0.00,21/30,3/5,3/5,CEN,"['Outsider', 'Titolare']",20,60,False,False,False,Como,STABLE,0
MORO NIKOLA,56,6.22,6.30,nd,16,6.22,2.69,11/20,0,0,CEN,['Titolare'],40,40,False,False,False,Bologna,DOWN,16
KARLSTROM JESPER,56,nd,nd,nd,30,6.01,4.87,21/30,0/3,0/3,CEN,"['Titolare', 'Buona Media']",40,60,False,True,False,Udinese,STABLE,0
EL AZZOUZI OUSSAMA,56,7.06,nd,nd,8,7.06,1.53,11/20,0/2,0/2,CEN,['Panchinaro'],40,60,False,False,True,Bologna,STABLE,8
MIRETTI FABIO,55,5.92,6.02,nd,19,5.92,3.04,11/20,0/2,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,False,True,Juventus,DOWN,19
VIOLA NICOLAS,55,6.71,nd,5.67,24,6.71,4.35,11/20,0/3,0/3,CEN,"['Panchinaro', 'Buona Media']",60,40,True,False,False,Cagliari,STABLE,24
BUSIO GIANLUCA,55,nd,nd,5.88,0,0.00,0.00,0/10,0/3,0/3,CEN,"['Titolare', 'Giovane talento']",40,60,False,False,True,Venezia,STABLE,0
FAGIOLI NICOLÒ,54,6.00,6.59,nd,7,6.00,1.14,11/20,0/2,0/3,CEN,"['Outsider', 'Titolare', 'Assistman', 'Giovane talento']",40,60,False,False,False,Juventus,DOWN,7
CYPRIEN WYLAN,54,nd,nd,nd,18,0.00,0.00,21/30,0/3,0/3,CEN,['Titolare'],60,60,False,False,False,Parma,STABLE,0
ILKHAN EMIRHAN,54,nd,5.75,nd,0,0.00,0.00,0/10,0/3,0/3,CEN,"['Panchinaro', 'Goleador', 'Assistman', 'Piazzati', 'Giovane talento']",40,60,False,False,False,Torino,STABLE,0
BIANCO ALESSANDRO,54,nd,nd,nd,34,6.00,5.51,0/10,0/3,0/3,CEN,"['Panchinaro', 'Falloso', 'Giovane talento']",20,60,False,True,False,Fiorentina,STABLE,0
MACHIN JOSE',54,5.81,5.90,nd,8,5.81,1.26,11/20,0/2,0/2,CEN,"['Panchinaro', 'Falloso']",40,60,False,False,True,Monza,DOWN,8
KABA MOHAMED,52,5.73,nd,nd,22,5.73,3.41,30+,0/3,0/3,CEN,"['Titolare', 'Falloso', 'Giovane talento']",40,60,False,False,True,Lecce,STABLE,22
ESTEVEZ NAHUEL,52,nd,nd,nd,32,0.00,0.00,0/10,0/2,0/2,CEN,"['Outsider', 'Panchinaro', 'Falloso']",40,60,False,False,False,Parma,STABLE,0
URBANSKI KACPER,52,5.91,nd,nd,11,5.91,1.76,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Bologna,STABLE,11
BASELLI DANIELE,52,nd,nd,5.92,0,0.00,0.00,21/30,0/3,0/3,CEN,"['Panchinaro', 'Buona Media']",60,40,False,False,False,Como,STABLE,0
ABDILGAARD OLIVER,52,nd,nd,nd,0,0.00,0.00,11/20,0/2,0/2,CEN,"['Panchinaro', 'Buona Media']",20,60,False,False,False,Como,STABLE,0
NICOLUSSI CAVIGLIA HANS,43,6.00,5.91,nd,6,6.00,0.97,11/20,0/3,0/3,CEN,['Panchinaro'],40,60,False,True,False,Venezia,UP,6
SOHM SIMON,50,nd,nd,nd,32,0.00,0.00,21/30,0/1,3/5,CEN,"['Panchinaro', 'Assistman']",40,60,False,False,False,Parma,STABLE,0
HAAS NICOLAS,50,5.00,5.96,5.91,1,5.00,0.14,21/30,0/2,0/2,CEN,['Titolare'],40,60,False,False,False,Empoli,DOWN,1
ZARRAGA OIER,50,6.93,nd,nd,7,6.93,1.31,21/30,0/2,0/3,CEN,"['Panchinaro', 'Buona Media']",60,60,False,False,False,Udinese,STABLE,7
MELEGONI FILIPPO,49,nd,nd,6.02,0,0.00,0.00,0/10,0/2,0/2,CEN,['Panchinaro'],20,60,False,False,False,Genoa,STABLE,0
ELLERTSSON MIKAEL EGILL,49,nd,5.70,nd,35,0.00,0.00,30+,0/3,0/3,CEN,"['Outsider', 'Panchinaro', 'Piazzati', 'Giovane talento']",40,60,False,False,False,Venezia,STABLE,0
BOHINEN EMIL,49,5.82,5.82,5.80,14,5.82,2.20,11/20,0/2,0/2,CEN,['Panchinaro'],40,80,False,False,False,Genoa,UP,14
CAMARA DRISSA,48,nd,nd,nd,16,0.00,0.00,11/20,0/3,0/3,CEN,"['Panchinaro', 'Falloso', 'Giovane talento']",40,40,False,False,False,Parma,STABLE,0
ANDERSEN MAGNUS KOFOD,48,nd,nd,nd,20,0.00,0.00,11/20,0/3,0/3,CEN,['Panchinaro'],40,60,False,False,False,Venezia,STABLE,0
EKKELENKAMP JURGEN PETER,48,nd,nd,nd,29,6.09,4.77,21/30,3/5,0/3,CEN,['Panchinaro'],40,60,False,True,False,Udinese,STABLE,0
BELARDINELLI LUCA,48,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/3,CEN,"['Panchinaro', 'Falloso', 'Giovane talento']",40,40,False,False,False,Empoli,STABLE,0
FIORDILINO LUCA,47,nd,nd,5.79,0,0.00,0.00,0/10,0/3,0/3,CEN,"['Panchinaro', 'Falloso']",40,60,False,True,False,Venezia,STABLE,0
TESSMANN TANNER,47,nd,nd,5.56,0,0.00,0.00,0/10,0/1,0/2,CEN,['Titolare'],40,60,False,False,False,Venezia,STABLE,0
SAMEK DANIEL,46,nd,nd,nd,0,0.00,0.00,0/10,0,0,CEN,['Panchinaro'],40,40,False,False,False,Lecce,STABLE,0
HAINAUT ANTOINE,46,nd,nd,nd,4,0.00,0.00,0/10,0/3,0/2,CEN,"['Panchinaro', 'Falloso']",20,40,False,False,False,Parma,STABLE,0
CRNIGOJ DOMEN,46,nd,5.75,6.27,16,0.00,0.00,0/10,0/3,0/2,CEN,"['Panchinaro', 'Falloso']",40,60,False,True,False,Venezia,STABLE,0
PIERRET BALTHAZAR,46,nd,nd,nd,31,6.00,5.03,11/20,0/3,0/3,CEN,"['Panchinaro', 'Falloso']",40,60,False,True,False,Lecce,STABLE,0
JANKTO JAKUB,46,6.20,nd,nd,15,6.20,2.51,21/30,3/5,4/7,CEN,"['Panchinaro', 'Buona Media', 'Assistman', 'Piazzati']",60,60,False,False,False,Cagliari,STABLE,15
INFANTINO GINO,45,5.50,nd,nd,2,5.50,0.30,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Fiorentina,STABLE,2
GINEITIS GVIDAS,44,6.20,nd,nd,5,6.20,0.84,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Torino,STABLE,5
SILVA DANI,44,5.64,nd,nd,7,5.64,1.07,0/10,0/2,0/2,CEN,['Panchinaro'],40,60,False,False,False,Verona,STABLE,7
BELAHYANE REDA,43,6.00,nd,nd,1,6.00,0.16,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Verona,STABLE,1
ADOPO MICHEL,41,6.00,5.75,nd,4,6.00,0.65,21/30,0/3,0/2,CEN,"['Outsider', 'Titolare', 'Goleador']",40,60,False,True,False,Cagliari,UP,4
JAJALO MATO,39,nd,6.00,5.88,0,0.00,0.00,11/20,0/1,0/1,CEN,['Panchinaro'],40,20,False,False,False,Venezia,STABLE,0
DOUMBIA ISSA,46,nd,nd,nd,33,6.00,5.35,11/20,0/3,0/3,CEN,"['Panchinaro', 'Giovane talento']",20,60,False,True,False,Venezia,STABLE,0
CASSA FEDERICO,53,nd,nd,nd,13,5.00,1.76,0/10,0,0,CEN,"['Panchinaro', 'Giovane talento']",20,20,False,False,False,Atalanta,STABLE,0
DE KETELAERE CHARLES,91,7.39,5.74,nd,31,7.39,6.19,11/20,3/5,3/5,TRQ,"['Fuoriclasse', 'Panchinaro', 'Goleador', 'Assistman', 'Piazzati', 'Falloso', 'Giovane talento']",40,60,True,False,False,Atalanta,UP,31
POLITANO MATTEO,83,6.96,6.54,6.57,35,6.96,6.58,21/30,4/7,3/5,TRQ,"['Titolare', 'Buona Media', 'Goleador', 'Piazzati']",60,80,True,False,False,Napoli,UP,35
KVARATSKHELIA KVICHA,83,7.33,7.96,nd,32,7.33,6.34,21/30,8/11,4/7,TRQ,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Rigorista', 'Giovane talento']",80,80,True,False,False,Napoli,DOWN,32
MALINOVSKYI RUSLAN,82,6.50,6.38,6.96,21,6.50,3.69,21/30,8/11,8/11,TRQ,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",60,80,False,False,False,Genoa,UP,21
SAELEMAEKERS ALEXIS,80,6.54,6.17,6.15,28,6.54,4.95,11/20,3/5,0/3,TRQ,"['Panchinaro', 'Goleador']",40,80,True,True,False,Milan,UP,28
ANDERSON FELIPE,78,6.61,7.00,6.84,36,6.61,6.43,21/30,4/7,4/7,TRQ,"['Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Piazzati']",60,60,False,False,False,Lazio,DOWN,36
ZACCAGNI MATTIA,76,6.54,7.44,6.72,26,6.54,4.60,21/30,8/11,4/7,TRQ,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",80,80,False,False,False,Lazio,DOWN,26
GUDMUNDSSON ALBERT,78,7.70,nd,5.82,33,7.70,6.87,30+,8/11,3/5,TRQ,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Falloso']",60,80,True,True,False,Fiorentina,STABLE,33
ORSOLINI RICCARDO,77,7.19,7.09,6.84,29,7.19,5.64,21/30,8/11,4/7,TRQ,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista', 'Piazzati']",60,40,False,False,False,Bologna,UP,29
ZANIOLO NICOLO',73,nd,5.88,6.13,0,0.00,0.00,21/30,4/7,4/7,TRQ,"['Outsider', 'Titolare', 'Buona Media', 'Assistman']",60,60,False,True,False,Atalanta,STABLE,0
DELE-BASHIRU FISAYO,69,nd,nd,nd,36,0.00,0.00,11/20,3/5,0/3,TRQ,"['Outsider', 'Panchinaro', 'Goleador', 'Giovane talento']",20,60,False,True,False,Lazio,STABLE,0
IKONÈ JONATHAN,69,6.13,6.43,6.10,24,6.13,3.98,11/20,3/5,4/7,TRQ,"['Panchinaro', 'Goleador']",40,60,False,False,False,Fiorentina,DOWN,24
VLASIC NIKOLA,68,6.19,6.82,nd,32,6.19,5.35,11/20,3/5,3/5,TRQ,['Panchinaro'],60,60,False,False,False,Torino,DOWN,32
SOTTIL RICCARDO,68,6.44,6.06,6.41,18,6.44,3.13,11/20,3/5,0/3,TRQ,"['Panchinaro', 'Falloso', 'Giovane talento']",40,60,False,False,False,Fiorentina,UP,18
GONZALEZ DIEGO,67,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Goleador', 'Assistman', 'Piazzati', 'Giovane talento']",40,40,False,False,False,Lazio,STABLE,0
ODGAARD JENS,66,nd,nd,nd,0,0.00,0.00,0/10,0/3,0/3,TRQ,"['Outsider', 'Panchinaro', 'Goleador']",40,60,False,False,False,Bologna,STABLE,0
DA CUNHA LUCAS,66,nd,nd,nd,0,0.00,0.00,21/30,3/5,4/7,TRQ,"['Outsider', 'Titolare', 'Goleador', 'Piazzati']",20,60,False,False,False,Como,STABLE,0
STREFEZZA GABRIEL,65,5.87,6.97,nd,19,5.87,3.01,21/30,8/11,0/3,TRQ,"['Titolare', 'Assistman', 'Piazzati']",40,60,False,False,False,Como,DOWN,19
BALDANZI TOMMASO,65,6.28,6.58,nd,23,6.28,3.90,21/30,3/5,4/7,TRQ,"['Outsider', 'Panchinaro', 'Buona Media', 'Goleador', 'Giovane talento']",60,60,False,False,False,Roma,DOWN,23
MARCHWINSKI FILIP,60,nd,nd,nd,28,7.00,5.30,11/20,0/3,0/3,TRQ,"['Outsider', 'Titolare', 'Giovane talento']",40,60,False,True,False,Lecce,STABLE,0
FAZZINI JACOPO,55,5.98,5.80,nd,24,5.98,3.88,11/20,3/5,3/5,TRQ,"['Outsider', 'Titolare', 'Giovane talento']",20,80,False,False,False,Empoli,UP,24
PIERINI NICHOLAS,58,nd,nd,nd,38,0.00,0.00,21/30,0,0,TRQ,"['Titolare', 'Assistman']",40,60,False,False,False,Venezia,STABLE,0
MALDINI DANIEL,57,6.73,6.43,7.17,15,6.73,2.73,21/30,3/5,3/5,TRQ,"['Outsider', 'Panchinaro']",40,60,False,False,False,Monza,UP,15
RADONJIC NEMANJA,56,7.19,6.54,nd,8,7.19,1.55,21/30,3/5,3/5,TRQ,"['Panchinaro', 'Assistman', 'Falloso']",60,40,False,False,False,Torino,UP,8
ORISTANIO GAETANO,55,6.39,nd,nd,23,6.39,3.97,21/30,3/5,3/5,TRQ,"['Outsider', 'Titolare', 'Goleador', 'Falloso', 'Giovane talento']",60,60,False,True,False,Venezia,STABLE,23
SOLBAKKEN OLA,54,5.50,6.39,nd,1,5.50,0.15,11/20,3/5,4/7,TRQ,"['Panchinaro', 'Assistman']",40,80,False,True,False,Empoli,DOWN,1
KASTANOS GRIGORIS,54,6.33,6.20,5.98,23,6.33,3.93,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Falloso']",40,60,False,False,False,Verona,UP,23
RAFIA HAMZA,54,5.87,nd,nd,23,5.87,3.65,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Piazzati']",40,40,False,False,False,Lecce,STABLE,23
MITROVIC STEFAN,53,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Assistman', 'Giovane talento']",40,60,False,False,False,Verona,STABLE,0
CHAJIA MOUTIR,52,nd,nd,nd,28,0.00,0.00,0/10,0/3,0/3,TRQ,['Panchinaro'],20,60,False,False,False,Como,STABLE,0
MESSIAS JUNIOR,57,6.38,6.62,6.65,16,6.38,2.76,21/30,4/7,3/5,TRQ,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",40,60,False,False,False,Genoa,DOWN,16
VIGNATO SAMUELE,51,6.25,6.75,nd,8,6.25,1.35,0/10,0/2,0/2,TRQ,"['Outsider', 'Panchinaro', 'Giovane talento']",40,60,False,False,False,Monza,DOWN,8
BJARKASON BJARKI STEINN,50,nd,nd,nd,0,0.00,0.00,0/10,0/2,0/2,TRQ,['Panchinaro'],20,60,False,False,False,Venezia,STABLE,0
PAPADOPOULOS CHRISTOS,49,nd,nd,nd,1,0.00,0.00,0/10,0/3,0/3,TRQ,"['Panchinaro', 'Giovane talento']",20,60,False,False,False,Genoa,STABLE,0
MARTINEZ LAUTARO,91,8.81,8.16,8.26,32,8.81,7.62,21/30,12/15,3/5,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista']",60,80,True,False,False,Inter,UP,32
VLAHOVIC DUSAN,92,7.60,7.16,8.73,31,7.60,6.37,21/30,20+,4/7,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista', 'Piazzati', 'Giovane talento']",60,60,False,False,False,Juventus,UP,31
OSIMHEN VICTOR,89,7.96,9.14,8.50,24,7.96,5.16,21/30,16/19,3/5,ATT,"['Fuoriclasse', 'Panchinaro', 'Goleador', 'Rigorista', 'Falloso', 'Giovane talento']",60,60,True,False,False,Napoli,DOWN,24
DYBALA PAULO,87,8.29,8.24,7.41,26,8.29,5.83,21/30,8/11,4/7,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",60,40,True,False,False,Roma,UP,26
SCAMACCA GIANLUCA,86,7.85,nd,7.61,26,7.85,5.52,0/10,0/3,0/3,ATT,"['Titolare', 'Goleador', 'Falloso', 'Giovane talento']",60,40,False,False,True,Atalanta,STABLE,26
LEAO RAFAEL,85,7.39,7.90,8.12,31,7.39,6.19,21/30,8/11,4/7,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Giovane talento']",40,60,True,False,False,Milan,DOWN,31
